Human Message 1,Chatbot Response 1,Human Message 2,Chatbot Response 2,Human Message 3,Chatbot Response 3,Human Message 4,Chatbot Response 4,Human Message 5,Chatbot Response 5,Human Message 6,Chatbot Response 6,Human Message 7,Chatbot Response 7,Human Message 8,Chatbot Response 8,Human Message 9,Chatbot Response 9,Human Message 10,Chatbot Response 10,Human Message 10,Chatbot Response 10,Human Message 11,Chatbot Response 11,Human Message 12,Chatbot Response 12,Human Message 13,Chatbot Response 13
"Hello, this is Emily Davis calling to book an eye examination appointment for my child at the eyecare hospital. My child has been having trouble focusing on distant objects. Here are the details:
Child's Name: Noah Davis
DOB: May 22, 2015
Preferred Appointment Date: June 25, 2024
Preferred Time: Afternoon, if possible
Reason for Visit: Trouble focusing on distant objects
Please call me back at your earliest convenience to confirm the appointment or suggest an alternative time if my preferred slot is not available. You can reach me at the contact number provided above. Thank you.
Best regards,
Emily Davis
(555) 345-6789","Ok, thank you for sharing the details. Can you please help provide an email address and Date Of Birth","DOB is June 10, 1983, I don't have the email","ok no problem, can you please confirm the following contact details
Phone Number: (555) 345-6789
DOB: 06-10-1983",Yes it's correct,"Thanks for the details, We have sent you the OTP on the registered Phone Number, Can you please enter the OTP",4444,"Thanks for the validation, Please choose providers from the list:
● Dr. Emily Thompson
● Dr. Mark Davis
● Dr. John Smith",I'll go with Dr. Emily Thompson.,"Ok, thank you for sharing the details. Let me check the availability of the appointment.
I see the following open slots on June 25, 2024: 2:00 PM, 2:20 PM, 3:00 PM.",Let's book the 2:00 PM appointment.,"Alright! Can you please confirm the following details once:
Patient Information:
Parent's Name: Emily Davis
Child's Name: Noah Davis
Date of Birth: June 10, 1983
Contact Number: (555) 345-6789
Appointment Details:
Date: June 25, 2024
Time: 2:00 PM
Provider: Dr. Emily Thompson
Reason for Visit: Trouble focusing on distant objects","Yes, they are correct!","Your Appointment is scheduled, Thanks for choosing eyecare location! Can you please fill the intake and consent forms from below link before the appointment date at https://t.maximeyes.com/ajbask","ok sure, Will do it","Thanks, Is there anything else i can help you with?",all good for now,"Thanks, Have a great day!!",,,,,,,,,,
"Hello, this is Michael Brown calling to book an eye examination appointment for my son at the eyecare hospital. My son has been experiencing blurred vision. Here are the details:
Child's Name: Lucas Brown
DOB: August 30, 2016
Preferred Appointment Date: June 26, 2024
Preferred Time: Morning, if possible
Reason for Visit: Blurred vision
Please call me back at your earliest convenience to confirm the appointment or suggest an alternative time if my preferred slot is not available. You can reach me at the contact number provided above. Thank you.
Best regards,
Michael Brown
(555) 456-7890","Ok, thank you for sharing the details. Can you please help provide an email address and Date Of Birth","DOB is October 12, 1978, I don't have the email","ok no problem, can you please confirm the following contact details
Phone Number: (555) 456-7890
DOB: 10-12-1978",Yes it's correct,"Thanks for the details, We have sent you the OTP on the registered Phone Number, Can you please enter the OTP",5555,"Thanks for the validation, Please choose providers from the list:
● Dr. Emily Thompson
● Dr. Laura Green
● Dr. Susan Lee",I'll go with Dr. Emily Thompson.,"Ok, thank you for sharing the details. Let me check the availability of the appointment.
I see the following open slots on June 26, 2024: 9:00 AM, 9:20 AM, 10:00 AM.",Let's book the 9:00 AM appointment.,"Alright! Can you please confirm the following details once:
Patient Information:
Parent's Name: Michael Brown
Child's Name: Lucas Brown
Date of Birth: October 12, 1978
Contact Number: (555) 456-7890
Appointment Details:
Date: June 26, 2024
Time: 9:00 AM
Provider: Dr. Emily Thompson
Reason for Visit: Blurred vision","Yes, they are correct!","Your Appointment is scheduled, Thanks for choosing eyecare location! Can you please fill the intake and consent forms from below link before the appointment date at https://t.maximeyes.com/ajbask","ok sure, Will do it","Thanks, Is there anything else i can help you with?",all good for now,"Thanks, Have a great day!!",,,,,,,,,,
"Hello, this is John Doe calling to book an appointment at the eyecare location. I am experiencing some issues with my vision and would like to see a specialist as soon as possible. Here are my details:
Name: John Doe
Date of Birth: January 1, 1980
Preferred Appointment Date: June 10, 2024
Preferred Time: Morning, if possible
Reason for Visit: Blurred vision and eye discomfort
Please call me back at your earliest convenience to confirm the appointment or suggest an alternative time if my preferred slot is not available. You can reach me at the contact number provided above. Thank you.
Best regards,
John Doe","Ok, thank you for sharing the details. Can you please help provide a phone number and email address?",555123456 test@first-insight.com,"Can you please confirm the following details once:
Phone Number: 555123456
Email: test@first-insight.com","Yes, it's correct.","Thanks for the details, We have sent you the OTP on the registered email and Phone Number. Can you please enter the OTP?",1111,"Ok, thank you for validation. Let me check the availability of the appointment.
<Validation of data>
<Get List of Providers>
Please choose a provider from the list:
● Dr. Ales Bru
● Dr. Juhn Smith
● Dr. Adam Blake",I'll choose Dr. Ales Bru.,"I see the following open slots on June 10, 2024: 10:00 AM, 10:20 AM, 12:20 PM.",None of those times work for me. Do you have any other options?,"Let me check for more available slots. One moment, please.
[After a brief pause]
I found a few more slots: June 11, 2024, 9:00 AM; June 12, 2024, 11:00 AM; June 13, 2024, 8:30 AM. Do any of these work for you?",Let's go with June 11 at 9:00 AM.,"Alright! Can you please confirm the following details once:
Patient Information:
Name: John Doe
Date of Birth: January 1, 1980
Contact Number: 555123456
Appointment Details:
Date: June 11, 2024
Time: 9:00 AM
Provider: Dr. Ales Bru
Reason for Visit: Blurred vision and eye discomfort","Yes, they are correct!","Your Appointment is scheduled, Thanks for choosing eyecare location! Can you please fill the intake and consent forms from below link before the appointment date at https://t.maximeyes.com/ajbask","Ok sure, Will do it","Thanks, Is there anything else I can help you with?",<No response for 5 mins>,Are you still there?,<No response for 5 mins>,"Looks like you are busy, it was nice talking to you today. Please give us a callback if anything required.",,,,,,
"Hello, this is Jane Smith calling to book an appointment at the eyecare location. I am experiencing some discomfort in my left eye and would like to see a specialist soon. Here are my details:
Name: Jane Smith
Date of Birth: February 2, 1990
Preferred Appointment Date: July 15, 2024
Preferred Time: Afternoon, if possible
Reason for Visit: Left eye discomfort and blurred vision
Please call me back at your earliest convenience to confirm the appointment or suggest an alternative time if my preferred slot is not available. You can reach me at the contact number provided above. Thank you.
Best regards,
Jane Smith","Ok, thank you for sharing the details. Can you please help provide a phone number and email address?",555234567 jane@insight.com,"Can you please confirm the following details once:
Phone Number: 555234567
Email: jane@insight.com","Yes, it's correct.","Thanks for the details, We have sent you the OTP on the registered email and Phone Number. Can you please enter the OTP?",2222,"Ok, thank you for validation. Let me check the availability of the appointment.
<Validation of data>
<Get List of Providers>
Please choose a provider from the list:
● Dr. Ales Bru
● Dr. Juhn Smith
● Dr. Adam Blake",I'll choose Dr. Ales Bru.,"I see the following open slots on July 15, 2024: 2:00 PM, 2:20 PM, 3:20 PM.",None of those times work for me. Do you have any other options?,"Let me check for more available slots. One moment, please.
[After a brief pause]
I found a few more slots: July 16, 2024, 3:00 PM; July 17, 2024, 1:00 PM; July 18, 2024, 4:30 PM. Do any of these work for you?",Let's go with July 16 at 3:00 PM.,"Alright! Can you please confirm the following details once:
Patient Information:
Name: Jane Smith
Date of Birth: February 2, 1990
Contact Number: 555234567
Appointment Details:
Date: July 16, 2024
Time: 3:00 PM
Provider: Dr. Ales Bru
Reason for Visit: Left eye discomfort and blurred vision","Yes, they are correct!","Your Appointment is scheduled, Thanks for choosing eyecare location! Can you please fill the intake and consent forms from below link before the appointment date at https://t.maximeyes.com/ajbask","Ok sure, Will do it","Thanks, Is there anything else I can help you with?",<No response for 5 mins>,Are you still there?,<No response for 5 mins>,"Looks like you are busy, it was nice talking to you today. Please give us a callback if anything required.",,,,,,
"Hello, this is Michael Johnson calling to book an appointment at the eyecare location. I have been seeing floaters and would like to have it checked as soon as possible. Here are my details:
Name: Michael Johnson
Date of Birth: March 3, 1985
Preferred Appointment Date: August 20, 2024
Preferred Time: Morning, if possible
Reason for Visit: Seeing floaters in my vision
Please call me back at your earliest convenience to confirm the appointment or suggest an alternative time if my preferred slot is not available. You can reach me at the contact number provided above. Thank you.
Best regards,
Michael Johnson","Ok, thank you for sharing the details. Can you please help provide a phone number and email address?",555345678 michael@vision.com,"Can you please confirm the following details once:
Phone Number: 555345678
Email: michael@vision.com","Yes, it's correct.","Thanks for the details, We have sent you the OTP on the registered email and Phone Number. Can you please enter the OTP?",3333,"Ok, thank you for validation. Let me check the availability of the appointment.
<Validation of data>
<Get List of Providers>
Please choose a provider from the list:
● Dr. Ales Bru
● Dr. Juhn Smith
● Dr. Adam Blake",I'll choose Dr. Ales Bru.,"I see the following open slots on August 20, 2024: 8:00 AM, 9:00 AM, 11:00 AM.",None of those times work for me. Do you have any other options?,"Let me check for more available slots. One moment, please.
[After a brief pause]
I found a few more slots: August 21, 2024, 9:30 AM; August 22, 2024, 10:30 AM; August 23, 2024, 1:30 PM. Do any of these work for you?",Let's go with August 21 at 9:30 AM.,"Alright! Can you please confirm the following details once:
Patient Information:
Name: Michael Johnson
Date of Birth: March 3, 1985
Contact Number: 555345678
Appointment Details:
Date: August 21, 2024
Time: 9:30 AM
Provider: Dr. Ales Bru
Reason for Visit: Seeing floaters in my vision","Yes, they are correct!","Your Appointment is scheduled, Thanks for choosing eyecare location! Can you please fill the intake and consent forms from below link before the appointment date at https://t.maximeyes.com/ajbask","Ok sure, Will do it","Thanks, Is there anything else I can help you with?",<No response for 5 mins>,Are you still there?,<No response for 5 mins>,"Looks like you are busy, it was nice talking to you today. Please give us a callback if anything required.",,,,,,
"Hello, this is Emily Brown calling to book an appointment at the eyecare location. I am experiencing double vision and need to see a specialist soon. Here are my details:
Name: Emily Brown
Date of Birth: April 4, 1995
Preferred Appointment Date: September 10, 2024
Preferred Time: Morning, if possible
Reason for Visit: Double vision
Please call me back at your earliest convenience to confirm the appointment or suggest an alternative time if my preferred slot is not available. You can reach me at the contact number provided above. Thank you.
Best regards,
Emily Brown","Ok, thank you for sharing the details. Can you please help provide a phone number and email address?",555456789 emily@eyecare.com,"Can you please confirm the following details once:
Phone Number: 555456789
Email: emily@eyecare.com","Yes, it's correct.","Thanks for the details, We have sent you the OTP on the registered email and Phone Number. Can you please enter the OTP?",4444,"Ok, thank you for validation. Let me check the availability of the appointment.
<Validation of data>
<Get List of Providers>
Please choose a provider from the list:
● Dr. Ales Bru
● Dr. Juhn Smith
● Dr. Adam Blake",I'll choose Dr. Ales Bru.,"I see the following open slots on September 10, 2024: 9:00 AM, 10:00 AM, 11:30 AM.",None of those times work for me. Do you have any other options?,"Let me check for more available slots. One moment, please.
[After a brief pause]
I found a few more slots: September 11, 2024, 8:30 AM; September 12, 2024, 9:00 AM; September 13, 2024, 10:00 AM. Do any of these work for you?",Let's go with September 11 at 8:30 AM.,"Alright! Can you please confirm the following details once:
Patient Information:
Name: Emily Brown
Date of Birth: April 4, 1995
Contact Number: 555456789
Appointment Details:
Date: September 11, 2024
Time: 8:30 AM
Provider: Dr. Ales Bru
Reason for Visit: Double vision","Yes, they are correct!","Your Appointment is scheduled, Thanks for choosing eyecare location! Can you please fill the intake and consent forms from below link before the appointment date at https://t.maximeyes.com/ajbask","Ok sure, Will do it","Thanks, Is there anything else I can help you with?",<No response for 5 mins>,Are you still there?,<No response for 5 mins>,"Looks like you are busy, it was nice talking to you today. Please give us a callback if anything required.",,,,,,
"Hello, this is David Wilson calling to book an appointment at the eyecare location. My vision has been getting blurry, and I'd like to see a specialist soon. Here are my details:
Name: David Wilson
Date of Birth: May 5, 1975
Preferred Appointment Date: October 5, 2024
Preferred Time: Morning, if possible
Reason for Visit: Blurry vision
Please call me back at your earliest convenience to confirm the appointment or suggest an alternative time if my preferred slot is not available. You can reach me at the contact number provided above. Thank you.
Best regards,
David Wilson","Ok, thank you for sharing the details. Can you please help provide a phone number and email address?",555567890 david@checkup.com,"Can you please confirm the following details once:
Phone Number: 555567890
Email: david@checkup.com","Yes, it's correct.","Thanks for the details, We have sent you the OTP on the registered email and Phone Number. Can you please enter the OTP?",5555,"Ok, thank you for validation. Let me check the availability of the appointment.
<Validation of data>
<Get List of Providers>
Please choose a provider from the list:
● Dr. Ales Bru
● Dr. Juhn Smith
● Dr. Adam Blake",I'll choose Dr. Ales Bru.,"I see the following open slots on October 5, 2024: 7:00 AM, 8:00 AM, 9:00 AM.",None of those times work for me. Do you have any other options?,"Let me check for more available slots. One moment, please.
[After a brief pause]
I found a few more slots: October 6, 2024, 7:30 AM; October 7, 2024, 8:30 AM; October 8, 2024, 9:30 AM. Do any of these work for you?",Let's go with October 6 at 7:30 AM.,"Alright! Can you please confirm the following details once:
Patient Information:
Name: David Wilson
Date of Birth: May 5, 1975
Contact Number: 555567890
Appointment Details:
Date: October 6, 2024
Time: 7:30 AM
Provider: Dr. Ales Bru
Reason for Visit: Blurry vision","Yes, they are correct!","Your Appointment is scheduled, Thanks for choosing eyecare location! Can you please fill the intake and consent forms from below link before the appointment date at https://t.maximeyes.com/ajbask","Ok sure, Will do it","Thanks, Is there anything else I can help you with?",<No response for 5 mins>,Are you still there?,<No response for 5 mins>,"Looks like you are busy, it was nice talking to you today. Please give us a callback if anything required.",,,,,,
"Hello, this is John Doe calling to book an appointment at the eyecare location. But I want to know if my insurance covers regular exam check or not.","Ok, thank you for sharing the details. Can you please help me with your DOB, email, and phone number?","555123456 test@first-insight.com, DOB is 3rd Aug 1997","Can you please confirm the following details once:
Phone Number: 555123456
Email: test@first-insight.com
DOB: 03/08/1997","Yes, it's correct.","Thanks for the details, We have sent you the OTP on the registered email and Phone Number. Can you please enter the OTP?",1111,Thanks for the validation. Can you please let me know which insurance you have and what is the policy number?,I have Eyemed insurance and policy number is: xxxxxxx,"I am not able to answer this, I will redirect you to the practice person.","Ok, great thanks. Then I want to book an appointment next Tuesday for the regular exam.","Please choose a provider from the list:
Dr. Ales Bru
Dr. John Smith
Dr. Adam Blake",I'll choose Dr. Ales Bru.,"Thanks, I see the following open slots on Jun 10, 2024, 10:00 AM - 10:20 AM, 10:20 AM - 10:40 AM, 12:20 PM - 12:40 PM",Selects card of 10:00 AM appointment,"Alright! Can you please confirm the following details once:
Patient Information:
● First and Last Name - John Doe
● Date of Birth - January 1, 1980
● Contact Number - (555) 123-456
● Email: test@first-insight.com
Appointment details:
● Date - Jun 10, 2024
● Time - 10:00 AM
● Provider - Ales Bru
● Reason for visit - Blurred vision and eye discomfort",Looks good.,Your Appointment is scheduled. Thanks for choosing eyecare location! Is there anything I can help you with?,Nothing as of now.,"Thanks, Have a great day!",,,,,,,,
"Hi, this is Jane Smith. I need to book an appointment, but can you tell me if my insurance covers the eye examination?","Sure, I can help with that. Could you please provide your DOB, email, and phone number so I can check?","555987654 janesmith@example.com, DOB is 15th May 1990","Can you please confirm the following details once:
Phone Number: 555987654
Email: janesmith@example.com
DOB: 15/05/1990","Yes, that's right.",Thank you for confirming. We've sent you an OTP to your registered email and phone number. Please enter it here.,2222,Thank you for the OTP. Could you please provide the name of your insurance and the policy number?,"My insurance is VSP, and the policy number is: yyyyyyy","I'm unable to verify this information, so I'll redirect you to a practice person for assistance.","Alright, thanks! I'd like to schedule an appointment for next Tuesday.","Please select a provider from the list:
Dr. Ales Bru
Dr. John Smith
Dr. Adam Blake",I'll go with Dr. John Smith.,"Thank you. The available slots on Jun 10, 2024, are 10:00 AM - 10:20 AM, 10:20 AM - 10:40 AM, and 12:20 PM - 12:40 PM.",I'll take the 10:00 AM slot.,"Alright! Please confirm the details:
Patient Information:
● First and Last Name - Jane Smith
● Date of Birth - May 15, 1990
● Contact Number - (555) 987-654
● Email: janesmith@example.com
Appointment details:
● Date - Jun 10, 2024
● Time - 10:00 AM
● Provider - John Smith
● Reason for visit - Blurred vision and eye discomfort","Yes, everything looks fine.",Your Appointment is scheduled. Thanks for choosing eyecare location! Is there anything else I can assist you with?,"No, that's all for now.","Thanks, have a great day!",,,,,,,,
"Hello, I'm Michael Johnson. I want to schedule an appointment, but I need to know if my insurance will cover the check-up.","Alright, I can assist you. Can you please provide your date of birth, email, and phone number?","555654321 michaelj@example.com, DOB is 22nd Dec 1985","Can you please confirm the following details once:
Phone Number: 555654321
Email: michaelj@example.com
DOB: 22/12/1985","Yes, those are correct.","Great, thanks! An OTP has been sent to your registered email and phone number. Please enter it to proceed.",3333,OTP verified successfully. Please provide your insurance provider's name and the policy number.,"It's BlueCross insurance, and the policy number is: zzzzzzz",I can't confirm the insurance details. Let me connect you with a practice person.,"Okay, I'd like to book an appointment for the regular exam next Tuesday.","Please choose from the following providers:
Dr. Ales Bru
Dr. John Smith
Dr. Adam Blake","Dr. Adam Blake, please.","Great, the following slots are available on Jun 10, 2024: 10:00 AM - 10:20 AM, 10:20 AM - 10:40 AM, 12:20 PM - 12:40 PM.",Booking the 10:00 AM slot.,"Alright! Please confirm the details:
Patient Information:
● First and Last Name - Michael Johnson
● Date of Birth - December 22, 1985
● Contact Number - (555) 654-321
● Email: michaelj@example.com
Appointment details:
● Date - Jun 10, 2024
● Time - 10:00 AM
● Provider - Adam Blake
● Reason for visit - Blurred vision and eye discomfort",All the details are correct.,Your Appointment is scheduled. Thank you for choosing eyecare location! Do you need help with anything else?,"No, I'm all set. Thanks!",Thank you! Have a great day!,,,,,,,,
"Hi, I'm Emily Davis. Before I book an appointment, I want to check if my insurance covers the eye exam.","Thank you for reaching out. Please provide your date of birth, email, and phone number.","555123789 emilyd@example.com, DOB is 10th Jan 1992","Can you please confirm the following details once:
Phone Number: 555123789
Email: emilyd@example.com
DOB: 10/01/1992","Yes, that's accurate.",Thank you! We've sent an OTP to your registered email and phone number. Can you please enter it?,4444,Thanks for entering the OTP. Could you share the insurance provider and policy number?,"I have UnitedHealthcare, and the policy number is: aaaaaaa",I'm not able to provide this information. I'll transfer you to a practice person now.,"Great, thanks! Please book an appointment for next Tuesday.","Select a provider from the list below:
Dr. Ales Bru
Dr. John Smith
Dr. Adam Blake",I'll take Dr. Ales Bru.,"I've found the following available slots on Jun 10, 2024: 10:00 AM - 10:20 AM, 10:20 AM - 10:40 AM, 12:20 PM - 12:40 PM.",I'll go with the 10:00 AM slot.,"Alright! Please confirm the details:
Patient Information:
● First and Last Name - Emily Davis
● Date of Birth - January 10, 1992
● Contact Number - (555) 123-789
● Email: emilyd@example.com
Appointment details:
● Date - Jun 10, 2024
● Time - 10:00 AM
● Provider - Ales Bru
● Reason for visit - Blurred vision and eye discomfort","Yes, that's correct.",Your Appointment is scheduled. Thank you for choosing eyecare location! Can I assist you with anything else?,"Nothing else, thank you.",Thanks! Have a wonderful day!,,,,,,,,
"Hello, this is Robert Brown. I'd like to book an appointment, but can you confirm if my insurance covers a regular exam?","Sure, I can check that for you. Could you provide your date of birth, email, and phone number?","555456123 robertb@example.com, DOB is 5th Sep 1988","Can you please confirm the following details once:
Phone Number: 555456123
Email: robertb@example.com
DOB: 05/09/1988","Yes, everything is correct.",Thanks for confirming. Please enter the OTP sent to your registered email and phone number.,5555,"Great, thanks! Could you now provide the insurance provider and policy number?","It's Cigna insurance, and the policy number is: bbbbbbb","I can't help with this directly, so I'll redirect you to a practice person.","Okay, I want to book an appointment next Tuesday for a regular check-up.","Pick a provider from the list:
Dr. Ales Bru
Dr. John Smith
Dr. Adam Blake",Dr. John Smith sounds good.,"These slots are available on Jun 10, 2024: 10:00 AM - 10:20 AM, 10:20 AM - 10:40 AM, 12:20 PM - 12:40 PM.",The 10:00 AM slot works for me.,"Alright! Please confirm the details:
Patient Information:
● First and Last Name - Robert Brown
● Date of Birth - September 5, 1988
● Contact Number - (555) 456-123
● Email: robertb@example.com
Appointment details:
● Date - Jun 10, 2024
● Time - 10:00 AM
● Provider - John Smith
● Reason for visit - Blurred vision and eye discomfort",Everything is correct.,Your Appointment is scheduled. Thank you for choosing eyecare location! Is there anything else you need?,"Nope, that's all. Thanks!",Thank you! Have a good day!,,,,,,,,
"I want to know my appointment time for today, seems I might not be able to make it","Sure, Can you please let me know your Name, DOB and Phone Number or Email?","My name is Tim David, DOB: 4th Jan 1997, My mobile is 1111111111","Thanks for the details, We have sent the OTP on your mobile number to verify your identity. Can you enter OTP?",1234,Thank you for the verification. Let me check your appointment time. You have an appointment tomorrow 12 June at 11 AM.,"Ok, I will not be able to make it.",Do you want to Reschedule?,"Yes, Can you reschedule the appointment for tomorrow?","Sure, let me check the availability. Below are the available slots tomorrow. Please select which you want to book.","Seems none of these work, Is there any more slots?",Chatbot provides some more open slots for tomorrow.,"Seems these still don't work, Is there any more slots?",No more slots for tomorrow. Do you want any other date (Provide option to select date range or also user should be able to type)?,Then do next Monday.,"Okay, here are the available slots for next Monday.",Selects the time slot.,"Your appointment is rescheduled for next Monday, 13 June 2024 at 2 PM. Is there anything else I can help you with?",No,"Thanks, Have a great day!",,,,,,,,
"I need to check the time of my appointment today, I might have to reschedule.","Sure, Can you provide your Name, Date of Birth, and either Phone Number or Email?","I'm Tim David, my DOB is 4th Jan 1997, and my phone number is 1111111111",Thanks for providing the details. We have sent an OTP to your mobile number for verification. Please enter the OTP.,2343,"Thanks for verifying. Let me check your appointment time. You have an appointment tomorrow, 12 June at 11 AM.",I won't be able to make it.,Would you like to reschedule?,"Yes, please reschedule for tomorrow.","Sure, I'll check the availability. Here are the available slots for tomorrow. Please choose one.",None of these times work for me. Are there any other options?,Here are some additional slots available for tomorrow.,These still don't work for me. Are there any other slots?,"Unfortunately, no more slots for tomorrow. Would you like to pick another date (You can select a date range or type in a date)?",Let's go with next Monday.,"Alright, these are the available slots for next Monday.",I'll take this slot.,"Your appointment has been rescheduled to next Monday, 13 June 2024 at 2 PM. Can I assist you with anything else?",No,"Thanks, Have a great day!",,,,,,,,
Can you tell me my appointment time for today? I think I might not make it.,"Sure, could you please give me your Name, DOB, and either your Phone Number or Email?","Tim David here, DOB is 4th Jan 1997, and my mobile number is 1111111111",Thank you for the information. An OTP has been sent to your mobile number for verification. Please provide the OTP.,2342,"Thanks for the verification. I see that your appointment is scheduled for tomorrow, 12 June at 11 AM.",I can't make it.,Shall we reschedule your appointment?,"Yes, reschedule it for tomorrow.","Certainly, I'll check what's available. These are the available slots for tomorrow. Please select one.",These times don't work. Are there more slots?,I've found some more slots for tomorrow.,These options don't fit either. Are there more?,There are no more slots for tomorrow. Do you want to choose another date (You can select a date range or type it in)?,Book it for next Monday.,"Sure, here are the slots available for next Monday.",I'll go with this time.,"Your appointment is now rescheduled for next Monday, 13 June 2024 at 2 PM. Do you need help with anything else?",No,"Thanks, Have a great day!",,,,,,,,
"I want to check my appointment time for today, I might need to reschedule.","Of course, I can help. Could you please provide your Name, DOB, and either your Phone Number or Email?","It's Tim David, I was born on 4th Jan 1997, and my phone number is 1111111111","Thanks, I've sent an OTP to your mobile number to verify your identity. Please enter the OTP.",1232,"Verification successful. Your appointment is tomorrow, 12 June at 11 AM.",I won't be able to attend.,Do you want to reschedule your appointment?,"Yes, please reschedule it for tomorrow.","Sure, I'll look up the available slots. Here's what's open tomorrow. Please pick a slot.",I can't make any of these. Are there any other slots?,Here are more available slots for tomorrow.,These don't work either. Do you have any other slots?,No more slots available for tomorrow. Would you like to choose another date (You can select a date range or type one in)?,Next Monday will work.,"Okay, here's what's available for next Monday.",I'll book this slot.,"Your appointment has been successfully rescheduled for next Monday, 13 June 2024 at 2 PM. Is there anything else you need?",No,"Thanks, Have a great day!",,,,,,,,
Could you please let me know my appointment time for today? I may not be able to make it.,"Certainly, I can check that for you. Could you please provide your Name, Date of Birth, and your Phone Number or Email?","Name: Tim David, DOB: 4th Jan 1997, Phone: 1111111111",Thank you. We have sent an OTP to your phone number for verification. Can you please enter it?,4567,"Thank you for verifying. Your appointment is scheduled for tomorrow, 12 June at 11 AM.",I can't make it tomorrow.,Would you like to reschedule the appointment?,"Yes, could you reschedule it for tomorrow?","Certainly, I'll find out what's available. Here are the available slots for tomorrow. Please choose.",None of these fit my schedule. Are there more options?,Here are some other options for tomorrow.,These still don't work. Are there any more options?,There are no additional slots for tomorrow. Do you want to pick another date (You can select a date range or type in a specific date)?,Schedule it for next Monday.,"Alright, here are the options for next Monday.",Let's book this time.,"Your appointment is set for next Monday, 13 June 2024 at 2 PM. Is there anything else I can help with?",No,"Thanks, Have a great day!",,,,,,,,
Hello This is John Doe. I am experiencing some issues with my vision and would like to see a specialist as soon as possible. I got up this morning and my vision is super blurry and I'm not able to see well. My mobile phone number is 555-252-4354 or I can be reached at my work phone number 234-654-6543 extension 77.,"Hello John, I'm the virtual assistant for <insert practice name>. It's important you seek immediate medical attention based on the symptoms you mentioned. If your vision issues have become worse please visit an immediate care or emergency room. I've alerted the staff to contact you ASAP.",,Handoff to staff as medical issue alert which needs to show on the Patient Messenger as a High Priority message that needs immediate response. We should also toast all users about Voice Message left for an urgent medical condition.,,,,,,,,,,,,,,,,,,,,,,,,
"Hi, this is Sarah Brown. I woke up with extremely blurry vision and I'm having a hard time seeing. I need to see a doctor immediately. You can reach me on my mobile at 555-876-5432 or at work at 234-765-4321 extension 22.","Hello Sarah, I'm the virtual assistant for <insert practice name>. It's important you seek immediate medical attention based on the symptoms you mentioned. If your vision issues have become worse please visit an immediate care or emergency room. I've alerted the staff to contact you ASAP.",,Handoff to staff as medical issue alert which needs to show on the Patient Messenger as a High Priority message that needs immediate response. We should also toast all users about Voice Message left for an urgent medical condition.,,,,,,,,,,,,,,,,,,,,,,,,
"Good morning, this is Michael Johnson. I'm experiencing sudden blurred vision and would like to consult with a specialist right away. My mobile number is 555-321-6547, and you can also reach me at my office at 234-987-6543 extension 33.","Hello Michael, I'm the virtual assistant for <insert practice name>. It's important you seek immediate medical attention based on the symptoms you mentioned. If your vision issues have become worse please visit an immediate care or emergency room. I've alerted the staff to contact you ASAP.",,Handoff to staff as medical issue alert which needs to show on the Patient Messenger as a High Priority message that needs immediate response. We should also toast all users about Voice Message left for an urgent medical condition.,,,,,,,,,,,,,,,,,,,,,,,,
"Hello, this is Emily Davis. I've been having issues with my vision since this morning, and it's getting worse. My vision is blurry, and I need to see a doctor as soon as possible. My contact number is 555-654-9870, and my work number is 234-123-4567 extension 44.","Hello Emily, I'm the virtual assistant for <insert practice name>. It's important you seek immediate medical attention based on the symptoms you mentioned. If your vision issues have become worse please visit an immediate care or emergency room. I've alerted the staff to contact you ASAP.",,Handoff to staff as medical issue alert which needs to show on the Patient Messenger as a High Priority message that needs immediate response. We should also toast all users about Voice Message left for an urgent medical condition.,,,,,,,,,,,,,,,,,,,,,,,,
"Hi, this is Robert Smith. I woke up with severely blurred vision, and I'm concerned. I need to see an eye doctor immediately. You can reach me on my mobile at 555-789-0123 or at work at 234-456-7890 extension 55.","Hello Robert, I'm the virtual assistant for <insert practice name>. It's important you seek immediate medical attention based on the symptoms you mentioned. If your vision issues have become worse please visit an immediate care or emergency room. I've alerted the staff to contact you ASAP.",,Handoff to staff as medical issue alert which needs to show on the Patient Messenger as a High Priority message that needs immediate response. We should also toast all users about Voice Message left for an urgent medical condition.,,,,,,,,,,,,,,,,,,,,,,,,
"Hello This is John Doe, I ordered glasses on my last Visit and want to check if My glasses have arrived or not, So I can come for pickup","Ok sure, Can you please help provide Date of Birth, phone number or email address",555123456 test@first-insight.com 3rd Aug,"Thanks for the details, Can you provide your birth Year <<as in last response patient did not provide birth year>>",2002,"Thanks, can you please confirm the following details once
Phone Number: 555123456
Email: test@first-insight.com
DOB: 08/03/2002",Yes it's correct,"Thanks for the details, We have sent you the OTP on the registered email and Phone Number, Can you please enter the OTP","Did not receive OTP, Can you let me know what email you have sent it","I have sent it on below number
Phone Number: 555123456
Email: test@first-insight.com","ok, Can you please just send OTP on my mobile 555123456 as i don't have access to email","Sure, OTP sent on 555123456 , Please enter OTP",1111,"Thanks for the validation, Your Order No. 111 Is ready for Pickup <<response will come from API, If there are multiple orders then cards will be displayed>>","ok Great, Thanks, is clinic open tomorrow?","Yes, Below are working hrs, Monday to Friday, 9 to 5 PM, <<this data should come from custom data>> Is there anything I can help you with?",Nothing as of now,"Thanks, Have a great day! How was your experience, please rate me here https://ratings.maximeyes.com/th6r",,,,,,,,,,
